congress,name,id,cs1,cs2,party
96,SCHMITT,14510,0.309,-0.372,200
96,SCHWEIKER,10557,-0.002,-0.513,200
96,SIMPSON,14710,0.293,-0.385,200
96,STENNIS,8883,0.05,0.691,100
96,STEVENSON,13102,-0.382,-0.127,100
96,STEWART,14711,-0.222,0.515,100
96,STONE,14309,-0.097,0.309,100
96,THURMOND,9369,0.41,0.1,200
96,TSONGAS,14279,-0.434,-0.369,100
96,WALLOP,14511,0.577,-0.314,200
96,WARNER,14712,0.25,-0.172,200
96,WEICKER,12032,-0.062,-0.708,200
96,"WILLIAMS, H.",10147,-0.379,-0.255,100
96,"YOUNG, M.",10450,0.204,0.239,200
96,ZORINSKY,14512,0.019,0.716,100
97,ABDNOR,14000,0.253,0.12,200
97,ANDREWS,10569,0.095,-0.057,200
97,ARMSTRONG,14002,0.515,-0.092,200
97,BAUCUS,14203,-0.219,0.2,100
97,BENTSEN,660,-0.103,0.402,100
97,BIDEN,14101,-0.335,-0.003,100
97,BOREN,14700,-0.069,0.552,100
97,BOSCHWITZ,14701,0.202,-0.582,200
97,BRADLEY,14702,-0.374,-0.377,100
97,BRADY,14911,0.293,-0.647,200
97,BUMPERS,14300,-0.322,0.341,100
97,BURDICK,1252,-0.377,0.337,100
97,"BYRD, H.",10802,0.192,0.678,328
97,CANNON,1482,-0.174,0.421,100
97,CHAFEE,14500,0.003,-0.785,200
97,CHILES,13101,-0.175,0.422,100
97,COCHRAN,14009,0.266,-0.043,200
97,COHEN,14010,0.048,-0.586,200
97,D'AMATO,14900,0.146,-0.275,200
97,DANFORTH,14501,0.143,-0.59,200
97,DECONCINI,14502,-0.153,0.46,100
97,DENTON,14901,0.465,0.094,200
97,DIXON,14902,-0.149,0.326,100
97,DODD,14213,-0.334,-0.181,100
97,DOLE,10513,0.33,-0.24,200
97,DURENBERGER,14703,0.047,-0.67,200
97,EAGLETON,12104,-0.369,0.151,100
97,EAST,14903,0.599,0.332,200
97,EXON,14704,-0.127,0.618,100
97,"FORD, W. H.",14302,-0.191,0.592,100
97,GARN,14303,0.503,-0.156,200
97,GLENN,14304,-0.281,-0.018,100
97,GOLDWATER,3658,0.605,-0.172,200
97,GORTON,14904,0.218,-0.553,200
97,GRASSLEY,14226,0.294,-0.06,200
97,HART,14305,-0.43,0.005,100
97,HATCH,14503,0.38,-0.059,200
97,HAWKINS,14905,0.171,0.014,200
97,HAYAKAWA,14504,0.387,-0.526,200
97,HEFLIN,14705,-0.013,0.701,100
97,HEINZ,13050,0.018,-0.625,200
97,HOLLINGS,11204,-0.18,0.62,100
97,HUMPHREY,14706,0.605,0.106,200
97,INOUYE,4812,-0.321,0.123,100
97,JACKSON,4851,-0.35,0.007,100
97,JEPSEN,14707,0.303,-0.014,200
97,JOHNSTON,14107,-0.123,0.6,100
97,KASSEBAUM,14708,0.147,-0.555,200
97,KASTEN,14242,0.25,-0.06,200
97,KENNEDY,10808,-0.473,-0.316,100
97,LAXALT,14077,0.48,-0.156,200
97,LEAHY,14307,-0.377,-0.098,100
97,LEVIN,14709,-0.4,0.002,100
97,"LONG, R.",5767,-0.1,0.675,100
97,LUGAR,14506,0.29,-0.502,200
97,MATHIAS,10535,-0.117,-0.712,200
97,MATSUNAGA,10605,-0.414,0.034,100
97,MATTINGLY,14906,0.327,0.071,200
97,MCCLURE,11029,0.486,0.049,200
97,MELCHER,12039,-0.29,0.361,100
97,METZENBAUM,14073,-0.521,-0.221,100
97,MITCHELL,14713,-0.35,-0.014,100
97,MOYNIHAN,14508,-0.341,-0.242,100
97,MURKOWSKI,14907,0.327,-0.217,200
97,NICKLES,14908,0.487,-0.044,200
97,NUNN,14108,-0.085,0.515,100
97,PRESSLER,14268,0.221,-0.035,200
97,PRYOR,10791,-0.239,0.464,100
97,QUAYLE,14447,0.46,-0.653,200
97,"ROTH, W.",11044,0.248,-0.417,200
97,RUDMAN,14909,0.255,-0.605,200
97,SARBANES,13039,-0.437,-0.099,100
97,SASSER,14509,-0.3,0.467,100
97,SCHMITT,14510,0.309,-0.372,200
97,SIMPSON,14710,0.293,-0.385,200
97,SPECTER,14910,0.014,-0.545,200
97,STENNIS,8883,0.05,0.691,100
97,SYMMS,14056,0.676,0.236,200
97,THURMOND,9369,0.41,0.1,200
97,TSONGAS,14279,-0.434,-0.369,100
97,WALLOP,14511,0.577,-0.314,200
97,WARNER,14712,0.25,-0.172,200
97,WEICKER,12032,-0.062,-0.708,200
97,ZORINSKY,14512,0.019,0.716,100
98,ABDNOR,14000,0.253,0.12,200
98,ANDREWS,10569,0.095,-0.057,200
98,ARMSTRONG,14002,0.515,-0.092,200
98,BAUCUS,14203,-0.219,0.2,100
98,BENTSEN,660,-0.103,0.402,100
98,BIDEN,14101,-0.335,-0.003,100
98,BINGAMAN,14912,-0.241,0.119,100
98,BOREN,14700,-0.069,0.552,100
98,BOSCHWITZ,14701,0.202,-0.582,200
98,BRADLEY,14702,-0.374,-0.377,100
98,BUMPERS,14300,-0.322,0.341,100
98,BURDICK,1252,-0.377,0.337,100
98,CHAFEE,14500,0.003,-0.785,200
98,CHILES,13101,-0.175,0.422,100
98,COCHRAN,14009,0.266,-0.043,200
98,COHEN,14010,0.048,-0.586,200
98,D'AMATO,14900,0.146,-0.275,200
98,DANFORTH,14501,0.143,-0.59,200
98,DECONCINI,14502,-0.153,0.46,100
98,DENTON,14901,0.465,0.094,200
98,DIXON,14902,-0.149,0.326,100
98,DODD,14213,-0.334,-0.181,100
98,DOLE,10513,0.33,-0.24,200
98,DOMENICI,14103,0.246,-0.226,200
98,DURENBERGER,14703,0.047,-0.67,200
98,EAGLETON,12104,-0.369,0.151,100
98,EAST,14903,0.599,0.332,200
98,EVANS,14916,0.152,-0.693,200
98,EXON,14704,-0.127,0.618,100
98,"FORD, W. H.",14302,-0.191,0.592,100
98,GARN,14303,0.503,-0.156,200
98,GLENN,14304,-0.281,-0.018,100
98,GOLDWATER,3658,0.605,-0.172,200
98,GORTON,14904,0.218,-0.553,200
98,GRASSLEY,14226,0.294,-0.06,200
98,HART,14305,-0.43,0.005,100
98,HATCH,14503,0.38,-0.059,200
98,HAWKINS,14905,0.171,0.014,200
98,HECHT,14913,0.473,-0.168,200
98,HEFLIN,14705,-0.013,0.701,100
98,HEINZ,13050,0.018,-0.625,200
98,HOLLINGS,11204,-0.18,0.62,100
98,HUMPHREY,14706,0.605,0.106,200
98,INOUYE,4812,-0.321,0.123,100
98,JEPSEN,14707,0.303,-0.014,200
98,JOHNSTON,14107,-0.123,0.6,100
98,KASSEBAUM,14708,0.147,-0.555,200
98,KASTEN,14242,0.25,-0.06,200
98,KENNEDY,10808,-0.473,-0.316,100
98,LAUTENBERG,14914,-0.409,-0.368,100
98,LAXALT,14077,0.48,-0.156,200
98,LEAHY,14307,-0.377,-0.098,100
98,LEVIN,14709,-0.4,0.002,100
98,"LONG, R.",5767,-0.1,0.675,100
98,LUGAR,14506,0.29,-0.502,200
98,MATHIAS,10535,-0.117,-0.712,200
98,MATSUNAGA,10605,-0.414,0.034,100
98,MATTINGLY,14906,0.327,0.071,200
98,MCCLURE,11029,0.486,0.049,200
98,MELCHER,12039,-0.29,0.361,100
98,METZENBAUM,14073,-0.521,-0.221,100
98,MITCHELL,14713,-0.35,-0.014,100
98,MOYNIHAN,14508,-0.341,-0.242,100
98,MURKOWSKI,14907,0.327,-0.217,200
98,NICKLES,14908,0.487,-0.044,200
98,PRESSLER,14268,0.221,-0.035,200
98,PROXMIRE,7638,-0.427,0.164,100
98,PRYOR,10791,-0.239,0.464,100
98,QUAYLE,14447,0.46,-0.653,200
98,RIEGLE,11043,-0.406,-0.032,100
98,"ROTH, W.",11044,0.248,-0.417,200
98,RUDMAN,14909,0.255,-0.605,200
98,SARBANES,13039,-0.437,-0.099,100
98,SASSER,14509,-0.3,0.467,100
98,SIMPSON,14710,0.293,-0.385,200
98,SPECTER,14910,0.014,-0.545,200
98,SYMMS,14056,0.676,0.236,200
98,THURMOND,9369,0.41,0.1,200
98,TRIBLE,14456,0.268,-0.008,200
98,TSONGAS,14279,-0.434,-0.369,100
98,WALLOP,14511,0.577,-0.314,200
98,WARNER,14712,0.25,-0.172,200
98,WEICKER,12032,-0.062,-0.708,200
98,WILSON,14915,0.311,-0.352,200
98,ZORINSKY,14512,0.019,0.716,100
99,ABDNOR,14000,0.253,0.12,200
99,ANDREWS,10569,0.095,-0.057,200
99,ARMSTRONG,14002,0.515,-0.092,200
99,BAUCUS,14203,-0.219,0.2,100
99,BIDEN,14101,-0.335,-0.003,100
99,BINGAMAN,14912,-0.241,0.119,100
99,BOREN,14700,-0.069,0.552,100
99,BOSCHWITZ,14701,0.202,-0.582,200
99,BRADLEY,14702,-0.374,-0.377,100
99,BROYHILL,10574,0.288,-0.005,200
99,BUMPERS,14300,-0.322,0.341,100
99,BURDICK,1252,-0.377,0.337,100
99,CHAFEE,14500,0.003,-0.785,200
99,CHILES,13101,-0.175,0.422,100
99,COCHRAN,14009,0.266,-0.043,200
99,COHEN,14010,0.048,-0.586,200
99,D'AMATO,14900,0.146,-0.275,200
99,DANFORTH,14501,0.143,-0.59,200
99,DECONCINI,14502,-0.153,0.46,100
99,DENTON,14901,0.465,0.094,200
99,DIXON,14902,-0.149,0.326,100
99,DODD,14213,-0.334,-0.181,100
99,DOMENICI,14103,0.246,-0.226,200
99,DURENBERGER,14703,0.047,-0.67,200
99,EAGLETON,12104,-0.369,0.151,100
99,EAST,14903,0.599,0.332,200
99,EVANS,14916,0.152,-0.693,200
99,EXON,14704,-0.127,0.618,100
99,"FORD, W. H.",14302,-0.191,0.592,100
99,GARN,14303,0.503,-0.156,200
99,GLENN,14304,-0.281,-0.018,100
99,GORE,14423,-0.296,0.161,100
99,GORTON,14904,0.218,-0.553,200
99,GRAMM,14628,0.532,-0.191,200
99,GRASSLEY,14226,0.294,-0.06,200
99,HARKIN,14230,-0.39,-0.205,100
99,HART,14305,-0.43,0.005,100
99,HATCH,14503,0.38,-0.059,200
99,HAWKINS,14905,0.171,0.014,200
99,HECHT,14913,0.473,-0.168,200
99,HEFLIN,14705,-0.013,0.701,100
99,HEINZ,13050,0.018,-0.625,200
99,HOLLINGS,11204,-0.18,0.62,100
99,HUMPHREY,14706,0.605,0.106,200
99,INOUYE,4812,-0.321,0.123,100
99,JOHNSTON,14107,-0.123,0.6,100
99,KASSEBAUM,14708,0.147,-0.555,200
99,KASTEN,14242,0.25,-0.06,200
99,KENNEDY,10808,-0.473,-0.316,100
99,KERRY,14920,-0.373,-0.21,100
99,LAUTENBERG,14914,-0.409,-0.368,100
99,LAXALT,14077,0.48,-0.156,200
99,LEAHY,14307,-0.377,-0.098,100
99,LEVIN,14709,-0.4,0.002,100
99,"LONG, R.",5767,-0.1,0.675,100
99,LUGAR,14506,0.29,-0.502,200
99,MATHIAS,10535,-0.117,-0.712,200
99,MATSUNAGA,10605,-0.414,0.034,100
99,MATTINGLY,14906,0.327,0.071,200
99,MCCLURE,11029,0.486,0.049,200
99,MCCONNELL,14921,0.361,-0.018,200
99,MELCHER,12039,-0.29,0.361,100
99,METZENBAUM,14073,-0.521,-0.221,100
99,MITCHELL,14713,-0.35,-0.014,100
99,MOYNIHAN,14508,-0.341,-0.242,100
99,MURKOWSKI,14907,0.327,-0.217,200
99,NICKLES,14908,0.487,-0.044,200
99,PACKWOOD,12107,0.056,-0.704,200
99,PRESSLER,14268,0.221,-0.035,200
99,PROXMIRE,7638,-0.427,0.164,100
99,PRYOR,10791,-0.239,0.464,100
99,QUAYLE,14447,0.46,-0.653,200
99,RIEGLE,11043,-0.406,-0.032,100
99,ROCKEFELLER,14922,-0.31,0.194,100
99,"ROTH, W.",11044,0.248,-0.417,200
99,RUDMAN,14909,0.255,-0.605,200
99,SARBANES,13039,-0.437,-0.099,100
99,SASSER,14509,-0.3,0.467,100
99,SIMON,14275,-0.435,-0.162,100
99,SPECTER,14910,0.014,-0.545,200
99,STEVENS,12109,0.197,-0.38,200
99,SYMMS,14056,0.676,0.236,200
99,THURMOND,9369,0.41,0.1,200
99,TRIBLE,14456,0.268,-0.008,200
99,WALLOP,14511,0.577,-0.314,200
99,WARNER,14712,0.25,-0.172,200
99,WEICKER,12032,-0.062,-0.708,200
99,WILSON,14915,0.311,-0.352,200
100,ADAMS,10700,-0.406,-0.104,100
100,ARMSTRONG,14002,0.515,-0.092,200
100,BAUCUS,14203,-0.219,0.2,100
100,BENTSEN,660,-0.103,0.402,100
100,BIDEN,14101,-0.335,-0.003,100
100,BINGAMAN,14912,-0.241,0.119,100
