1226,3296
199,296
890,3300
811,1144
2624,3303
29,1798
545,2893
38,3309
66,3306
582,1217
436,1588
382,827
372,1035
140,856
69,154
180,1048
41,339
1132,3327
526,3328
1590,3332
329,3336
1421,2169
29,1228
222,1196
754,2080
629,2043
433,1503
1440,3346
436,2847
3349,3350
1222,2677
38,3098
1101,1102
722,3351
1143,3352
199,746
1546,3354
854,3191
3028,3356
958,1192
41,693
2740,3358
616,3359
436,509
1011,3360
366,723
41,3119
117,602
551,3362
2756,3268
172,538
754,1723
38,707
2309,3373
296,2119
2079,3374
2495,3375
2602,3379
38,583
448,3382
508,3384
1610,3385
1151,2171
1300,1814
3391,3392
1481,3397
688,3398
380,1494
15,1277
28,258
221,3401
933,3402
390,3404
29,1587
237,2787
66,366
700,710
348,703
94,981
1184,1546
688,3414
448,811
382,3417
946,1279
1571,3419
108,338
41,2170
3422,3423
279,1548
41,3427
404,868
29,538
211,1398
433,1803
2591,3432
592,2743
1743,3434
793,3356
2999,3435
741,3437
24,972
2250,2562
37,3445
693,3450
523,3454
608,2670
196,571
2970,3455
3456,3457
760,2909
730,1066
860,1218
3458,3459
762,2770
35,1851
41,3460
2362,3462
29,408
2323,3464
301,3465
41,3388
38,3466
3467,3468
1610,3469
29,3094
577,3470
2449,3321
712,3472
295,3475
2458,3481
112,3482
3415,3484
2632,3485
2050,3486
41,1383
28,550
2733,3490
253,3492
15,3493
521,3495
1251,3496
51,971
18,1603
571,3501
1435,3502
86,3503
248,1323
87,616
995,3489
382,1985
538,3509
2481,3510
38,3512
2586,3513
2101,3238
410,2891
140,2230
38,3516
397,3518
1232,2120
301,2546
1308,1537
90,3519
2129,2873
29,3524
388,688
342,3526
18,249
964,3528
483,3531
1925,3532
3533,3534
1988,2336
538,650
366,966
41,1275
3079,3543
933,1263
338,700
189,3549
1159,3551
38,2542
1050,3554
38,3557
277,1061
3431,3560
3021,3561
3564,3565
1732,3102
38,1561
688,3567
2245,3568
3183,3570
1149,2252
180,2173
254,3572
38,1116
24,211
3059,3573
816,2370
38,2418
1169,3574
2169,2352
700,1118
563,823
301,1401
3581,3582
29,3583
212,1455
1270,3341
448,1249
136,3588
2299,3425
1541,2346
1396,3589
2024,3591
10,3104
2388,3592
176,1831
24,1602
425,3596
202,3597
199,1281
146,3603
2810,3605
1541,3598
79,276
3607,3608
563,3144
3609,3610
3497,3611
3350,3612
2560,3488
681,3092
196,2306
1039,3614
1590,2148
3566,3618
504,3320
1596,1817
508,2258
222,333
296,3601
38,3087
957,3621
86,222
731,1442
64,1658
210,1321
160,3623
1779,3624
963,3627
26,1133
550,3298
366,3633
664,1634
1610,3636
608,673
1674,3556
2519,3638
26,3641
3339,3643
81,1050
923,3649
871,2758
1366,3650
51,451
123,1861
29,3562
2825,3652
707,3654
2039,2986
24,206
38,2999
79,938
985,3658
1402,2893
4,394
156,199
29,299
2761,3661
1635,3135
159,635
1857,2174
3664,3665
1401,2532
117,1682
688,3670
786,1851
501,538
1788,3678
3680,3681
72,994
3129,3513
1017,1990
480,3684
1803,2004
2569,3685
141,408
1228,3688
199,542
296,3689
1141,1480
3696,3697
212,276
863,1284
3160,3700
51,480
521,3163
1803,2448
196,3706
3707,3708
1033,3709
3085,3710
3713,3714
551,1235
1028,3718
43,309
13,1354
2131,3724
1595,3725
2009,3726
41,2695
3727,3728
29,2546
167,3010
175,2229
404,2097
1226,3732
199,3247
238,1588
900,3733
64,3734
960,1472
26,3164
24,1150
86,3739
2253,3498
88,2656
342,3090
914,3747
29,664
597,1554
1224,3753
519,998
222,1482
700,2184
802,3084
1284,3758
29,1994
29,178
125,199
2150,3766
551,3767
1749,2248
296,315
2750,2811
1657,1777
2214,3771
404,1773
507,912
15,3773
2992,3775
398,433
24,2340
311,2326
154,3777
627,688
4,731
3631,3783
2562,3785
1950,3786
133,2204
1114,1455
270,2764
491,2933
26,2924
643,3794
3795,3796
2456,3299
433,3797
301,1309
3801,3802
137,3804
611,3805
2938,3806
1366,2558
64,2350
154,296
411,479
2835,3078
258,1990
450,2466
166,258
281,1006
86,2698
805,3798
33,1439
630,3811
32,51
111,543
1050,3673
1233,2076
1740,1782
491,3815
873,3260
1552,3816
70,3817
437,3179
1692,3818
1213,2021
276,700
2693,3141
3434,3824
29,3825
1000,3828
45,102
1458,3832
544,3200
224,380
2557,3345
754,1040
366,2105
1277,1336
2632,3837
1392,3840
2537,3841
2918,3842
59,3844
688,3845
26,2875
58,1740
26,87
69,449
787,1259
930,1240
29,3193
513,515
2050,2946
299,1187
2318,3854
863,3856
332,2722
933,2132
89,242
521,3861
128,3744
3823,3865
823,2370
29,92
1170,3868
29,2508
3104,3871
1391,3876
611,3879
27,33
105,196
2566,3882
1666,3883
2055,3103
161,3888
731,1085
2797,3806
2519,3065
597,3896
38,1085
1113,3897
619,3898
28,916
2565,3899
295,1644
2214,3041
378,3904
1894,3789
415,1731
427,2871
698,3910
1610,3911
164,2892
117,696
29,245
622,3913
154,3914
3918,3919
1179,3920
1169,3924
245,1586
1602,2911
860,3928
1214,1223
41,176
529,2667
1502,1755
2904,3930
1619,3934
929,3935
2044,2529
982,1229
688,2754
1279,3938
1232,3939
38,3940
1554,3943
1610,3093
2400,3874
324,2784
29,3275
71,1525
1366,3949
1365,1796
1610,3951
26,1020
2791,3954
9,487
129,903
3117,3958
573,1687
539,1376
1386,1850
1168,2244
1277,1894
15,1076
29,574
199,2229
3333,3787
579,2605
743,3283
370,1779
1114,1502
247,3962
967,3027
366,3963
688,3965
277,366
167,3966
3107,3118
1172,3542
1640,3863
15,315
38,3972
381,640
688,3973
469,2348
2196,3974
29,3975
15,134
62,68
1676,1937
538,1336
70,3977
38,3978
1469,3979
3697,3981
277,944
688,3983
1209,1882
700,1740
1708,1863
1251,3553
746,1081
1229,3745
688,3991
399,1353
512,717
293,312
861,2569
1284,3993
24,1085
1830,3996
882,2931
38,3999
3434,3685
396,2116
24,66
1091,4001
199,742
222,4002
965,1121
38,2713
2599,4003
720,1591
643,3207
103,1484
688,4004
108,2549
422,1249
79,2862
690,1137
1070,3514
1603,4015
883,3651
1503,4021
579,4022
3818,3992
129,538
1100,1401
4023,4024
29,2908
29,587
29,560
40,4027
394,1455
189,4028
551,4029
119,136
251,1169
3093,4031
2198,3326
534,2239
1610,4032
1916,3526
296,406
4,29
38,4036
3020,4037
1173,2551
293,2685
169,3009
866,4038
15,408
1491,1504
10,4041
382,4042
38,1753
224,749
923,1611
529,786
29,4047
29,125
1394,2914
2877,4048
1624,4049
148,1207
2096,2298
38,4050
62,2317
338,473
79,277
707,3932
1851,2835
853,3089
38,437
688,4053
4055,4056
3988,4057
1900,3751
244,1498
80,422
471,484
603,1596
1522,3980
1050,2981
441,4070
2005,4071
76,128
378,2359
18,2212
3255,4072
3097,4075
397,4077
437,4081
366,602
1355,1901
276,2496
196,277
42,342
2511,3310
154,2203
463,2481
1547,2924
50,244
1664,1816
574,4088
156,700
24,136
15,129
163,1449
69,1742
2665,4097
2189,4098
92,404
1475,1604
199,944
1483,3185
2004,4101
2606,2987
646,1501
1290,4102
86,4104
370,4107
1305,2583
594,4109
1767,2784
1412,1453
733,4113
345,2589
153,3550
488,898
688,4114
258,4115
26,774
565,2176
106,3748
529,667
297,592
1160,3463
219,1007
1401,3254
427,3461
38,4034
1032,1083
41,3909
2613,3989
64,4122
572,4090
2280,3421
816,1063
852,2664
3505,3889
1,1110
348,2002
4126,4127
29,2753
39,4129
370,2585
700,2944
1675,4133
262,4134
2767,4135
117,4137
2457,3471
1998,2935
2170,4141
2447,2938
2915,4049
658,1435
688,4142
64,4144
199,700
719,2053
4147,4148
2342,3880
2026,2507
551,4152
688,4153
604,4156
1169,4157
199,1345
1143,2390
929,1384
2473,4165
38,4000
295,1606
1052,2921
2540,4173
795,2437
448,3413
296,964
1840,3890
29,995
1,1461
538,588
995,3253
832,3183
2235,4176
239,4177
1610,4178
1251,4180
1174,1563
52,4182
3465,4183
1289,1347
143,933
296,546
544,3731
296,1799
886,2273
959,2424
4087,4187
1814,4188
1638,4189
3736,4190
1752,3839
79,1637
709,718
64,4192
2234,2263
1,3449
404,488
145,892
427,2859
2015,4197
199,2509
260,4199
2950,4200
4061,4202
199,2035
490,1151
1799,2179
234,700
196,2554
2470,4208
861,2213
1206,4209
26,1067
2120,4212
250,1546
700,944
88,4215
1610,4217
1724,4218
15,170
41,154
2512,3080
29,603
227,245
38,2989
224,4222
29,3115
883,1740
2415,2716
222,1776
693,2663
681,4225
199,3478
636,4226
739,2100
1226,1296
3312,4230
38,508
442,1564
693,1819
29,86
257,508
1085,4236
436,2993
198,4238
731,2383
505,1816
276,1117
18,1909
731,1332
2302,2437
29,4241
2078,2492
29,2637
4243,4244
1150,1249
903,1527
94,528
681,2388
410,2574
29,4250
1693,2730
933,3834
1636,2322
29,4255
786,4257
1985,3480
638,4258
786,4259
222,1481
2966,4263
1058,4264
9,532
560,4266
887,4267
29,216
1498,2430
531,3569
1883,3308
681,4268
3801,4269
238,2732
566,602
1542,3941
382,4274
172,266
1799,4279
41,4280
2996,3581
550,2650
160,296
2610,3587
243,592
1514,2435
137,1287
201,2473
2744,4283
276,4284
589,1013
299,972
244,2053
55,2032
951,1385
2714,2797
1329,1784
79,945
15,4287
1269,4290
999,3675
1699,3100
1669,4293
1245,4295
798,2114
29,2115
4298,4299
47,3968
2641,4301
29,117
29,1307
427,4302
212,1269
935,2165
1007,2667
673,2744
29,631
47,3324
1255,2064
29,447
531,4136
15,4174
3410,3671
317,4311
94,408
167,934
2565,4313
390,946
29,51
338,4314
1136,2265
1000,4315
3097,4316
3648,4317
673,1032
614,4318
2118,3479
3586,3908
1437,4084
3495,3788
42,1077
1808,2227
154,4322
29,119
38,4324
494,4131
924,3257
34,125
2473,3088
2965,4325
147,1474
29,724
146,4329
312,3970
29,4331
29,1335
222,259
1512,1998
222,331
277,811
2789,4336
369,1901
29,206
161,4337
707,3763
539,731
1584,4339
34,700
577,4110
942,1362
120,4345
126,692
1366,4346
874,4347
2484,2705
906,2158
1621,2060
2937,4349
871,4163
33,3048
681,2290
564,1321
129,4351
1610,4352
199,239
1573,4353
3982,3985
442,1302
1629,2455
2275,3057
514,643
29,771
872,2295
381,669
378,4166
980,2108
254,1059
479,3158
1383,3770
3744,4356
2388,4358
155,1746
1353,2206
1798,2370
404,1009
2208,3753
136,679
688,4361
3315,3555
229,4362
2900,4364
378,3671
222,1091
29,419
27,824
427,4366
26,172
592,1159
145,1538
18,33
601,1458
1919,2806
2974,4371
432,1081
951,3593
700,946
786,4372
592,4373
1086,4374
594,4376
1610,2886
353,4377
3351,4060
173,963
1255,1564
154,1459
380,2917
784,802
2091,2214
64,2938
1610,4381
883,2769
1337,3431
700,1474
2861,3791
688,4384
572,1238
859,4385
38,4386
64,745
2033,2704
38,3984
1,2632
296,4390
1656,3536
360,391
2198,4392
1254,3408
24,3018
199,1280
1111,1150
222,3202
29,1919
29,1027
296,1169
38,4399
1637,1761
154,3338
489,2010
1807,4400
160,1925
1659,2949
541,2967
370,1590
668,1246
1764,4403
79,1596
29,762
86,4407
125,1586
863,1069
164,4408
315,2683
865,2803
863,4414
492,1189
417,1031
277,3667
289,4415
243,369
720,889
746,1032
333,4289
41,389
693,2145
1466,1767
682,3759
108,2891
38,4419
38,64
645,4252
1947,3581
919,2207
1767,3376
684,2107
4423,4424
1050,2727
1564,4427
296,3322
1074,1201
244,2935
935,4430
206,4086
688,4433
3205,4434
239,995
1457,4436
366,2664
700,943
519,4438
23,4243
616,1240
1169,4439
531,4440
333,1961
276,2340
229,3286
2053,4444
372,2451
800,964
29,754
1642,4446
1801,2015
855,1766
1118,1121
1856,4448
1584,4074
122,296
70,1476
154,1983
296,979
199,2119
29,2225
11,997
316,2332
36,379
66,212
529,1463
66,1098
1708,1761
214,4455
3713,3931
602,689
160,700
342,2090
342,4461
1076,1331
3985,4463
1090,4161
18,226
43,3017
1817,4464
93,3268
688,4465
565,1832
486,3719
1594,4466
15,4467
79,1224
2818,4468
1657,2814
714,1398
703,4471
29,1557
15,783
2005,2308
93,4019
632,1414
96,3291
680,2403
38,4475
366,433
1919,3647
592,1162
1262,1497
29,2855
1907,4477
1656,4478
169,1067
2094,2792
18,2204
3936,3944
404,762
4008,4481
224,264
160,4483
1490,3001
4263,4485
423,1279
33,1275
29,88
1725,3958
329,3950
778,4487
1368,1896
143,145
276,731
892,1837
145,1348
1855,2288
688,4489
1277,4239
1085,1117
369,2730
1248,1338
56,276
191,604
4,2361
40,189
661,4495
79,1389
770,1175
1892,2567
29,222
38,4080
568,3578
41,4497
882,1917
1437,4499
29,1363
645,4500
2204,4501
389,1409
1338,2026
688,4502
29,2049
245,4125
15,4503
3941,4504
29,344
2149,3318
24,179
51,928
1812,4505
206,3830
778,3411
2196,3316
718,2563
34,1686
483,2990
366,4510
3203,3576
29,3529
785,2755
995,4513
296,2324
887,4514
2299,4462
199,332
29,2682
366,1664
369,2782
1277,2452
804,3615
444,611
546,4517
744,3436
129,618
29,4518
458,1014
816,1841
2495,3303
38,4519
802,1684
1174,3016
29,4049
433,4520
51,74
1088,1957
2142,2759
18,4521
1751,2854
592,2937
1400,2765
2414,2611
565,856
367,1528
2151,2152
673,3692
1734,4525
224,4526
1594,3468
51,754
448,1175
2183,3021
79,427
1099,2402
1610,4319
64,4528
681,4529
493,1142
144,3922
258,1866
700,1803
742,2959
1258,1476
1585,4533
2235,3132
2563,3913
678,4534
83,379
491,2131
1830,4536
206,1729
851,852
136,4538
2365,4540
700,2519
4541,4542
56,943
590,1290
565,4543
1214,3629
26,51
209,1963
1752,4544
1279,2263
212,1863
688,4548
81,667
2690,4549
2388,4550
455,4551
4552,4553
38,1900
10,4554
1142,3329
4006,4555
39,622
394,2132
4558,4559
145,369
97,1202
3906,4480
2532,3392
395,1635
1485,4261
599,856
2749,4564
478,1144
298,2180
542,2361
1610,4565
521,4567
146,610
1952,2613
1664,2902
410,1032
194,549
553,1741
934,3448
3801,4570
2053,2103
538,1240
86,521
582,1065
3381,3902
1480,3915
296,1749
764,1400
544,949
480,2617
1084,3058
1807,2840
364,4066
786,4572
29,3575
15,26
1108,4574
38,4561
1136,4240
1792,3238
4576,4577
726,2594
892,2431
2412,4578
173,2305
47,2841
381,482
4579,4580
1856,2519
38,2450
1610,4581
3366,4582
754,2552
86,1590
3598,4583
615,1900
1028,4584
142,451
338,1082
331,443
985,1277
741,2729
3042,4590
956,3710
100,787
38,637
296,4243
911,2047
830,1548
15,1778
1376,1399
1401,1574
1796,4597
2050,4598
18,4271
228,3509
1474,1817
216,647
3050,3919
618,3226
35,356
508,4602
687,2029
276,1583
1070,1430
296,4604
29,1679
491,4605
736,4606
1455,2045
1869,4607
688,4608
1182,3527
69,3049
889,1409
730,1952
491,1069
15,398
296,4611
722,3595
609,4313
2779,4149
1025,1664
20,4615
47,3161
2180,4223
1862,3325
1664,2157
3874,4618
222,1038
372,4619
2409,4620
602,3904
947,2805
24,4535
61,882
29,1597
154,1067
933,2668
1866,4621
164,986
3418,4118
533,4623
1773,3424
106,374
29,173
449,787
669,4625
71,591
1319,4629
1968,4363
29,1613
38,4631
29,359
688,4633
408,1190
286,2312
29,2899
1202,4634
317,4636
192,347
2016,4030
2702,4573
2254,3829
31,2591
222,4412
160,1169
3171,3987
4294,4638
2533,2862
1780,4641
701,1088
129,1964
144,1212
38,4642
2695,3677
268,2800
538,1965
1523,3555
444,1514
4,716
377,513
296,4630
609,704
524,1572
1856,2624
154,4645
144,1620
513,1608
204,4646
2566,4647
768,2883
811,3489
2449,3127
1164,4650
276,4651
444,1147
3877,4652
4653,4654
85,451
788,995
995,4655
4656,4657
2470,4658
222,4659
738,2755
1906,4661
1011,4662
64,643
296,882
1145,4663
475,1911
29,2696
3045,4664
423,1528
1003,1706
1438,3052
132,2100
38,1927
1558,4452
688,4666
239,3756
798,2958
4667,4668
29,4669
1554,3093
693,2498
26,4671
29,1670
296,1115
2716,3376
2271,2654
376,1327
1603,1803
1401,4479
295,3953
296,551
1277,3887
1463,1521
3063,4064
8,1406
29,78
1203,3267
528,1303
643,831
2560,4256
681,4677
41,659
688,3483
248,1150
199,2237
799,834
1556,2744
2688,4679
1855,4680
1108,3884
41,1113
38,2070
24,1487
284,1520
2966,3176
125,1043
339,1489
3696,4685
151,4399
474,1977
1245,1490
852,3945
406,2277
2560,3995
1462,2209
963,1478
55,2839
154,1396
1236,2596
688,4690
316,1484
2322,4693
4694,4695
864,2978
52,602
786,4623
3230,4367
576,4697
1530,3444
136,4698
895,2006
449,470
1752,2893
999,2905
64,990
591,1009
1602,3301
2481,2755
765,4701
1098,4703
1894,2452
102,3901
416,2438
156,591
222,3038
1448,3303
204,1179
382,2074
38,1163
404,972
3256,3784
458,1896
2851,4705
529,3195
3303,4706
213,4292
26,3869
105,2104
861,2040
18,370
1284,4707
1620,3782
3736,4708
2396,4709
154,3252
3851,4190
206,592
222,2156
18,4710
460,2559
2388,3790
681,4711
566,1041
143,1445
2701,4146
29,2960
498,4170
51,4714
235,2591
611,1224
1345,4715
312,2550
1366,2599
135,2452
478,811
219,4717
2104,2615
408,540
33,647
1277,1504
38,1769
1072,2131
213,4720
2971,4721
4722,4723
4556,4692
77,4577
1006,4626
228,501
609,2399
3989,4724
449,840
199,1637
508,3870
1844,3372
244,2397
1200,4285
2272,2551
1802,4490
117,296
427,516
3735,3985
688,4733
222,2680
288,4734
8,29
700,1121
228,3684
18,4555
966,1396
1610,4736
38,4737
1564,2342
318,4432
29,1258
160,4539
1817,2538
746,2664
63,2841
3046,4740
38,4741
1793,4742
2633,3571
17,930
41,338
104,538
189,4123
1145,1332
645,765
2915,3813
476,4387
534,694
164,4458
890,1632
2134,4749
117,3107
184,3331
940,1511
917,3323
24,4751
95,2329
1108,4753
1989,4755
277,1010
680,2745
18,551
1503,1630
436,930
3769,4756
1336,3778
1011,3864
1206,4757
965,1856
69,4758
620,1265
116,3606
2081,2926
645,678
1610,3245
124,1127
4479,4759
2260,4281
1413,1976
738,4762
26,361
592,1816
753,2580
1873,3365
3160,4765
4410,4766
338,4767
534,1061
366,4768
38,4769
1730,4570
688,4689
432,2873
1610,4595
119,961
2436,2896
1870,2511
51,1087
851,1034
497,1128
3130,4772
2470,4773
995,1268
1228,3580
914,4674
380,2099
29,4776
2356,3985
1952,2544
338,3112
1480,2358
1340,2529
700,1085
538,4051
212,4768
1411,2438
198,4778
1302,4779
859,2900
125,296
2688,3720
31,3458
1199,1912
99,1166
315,4077
15,694
2736,4784
366,1074
169,4785
2415,4788
1882,2091
3320,3800
366,2713
17,39
1626,1905
592,1479
398,4447
33,4792
1366,4794
1469,1898
1817,4306
4152,4333
15,338
606,3515
514,3059
22,3362
966,1010
366,404
3598,4797
199,1487
81,3948
29,2526
8,647
700,3106
823,2700
2194,4522
688,4799
33,1103
199,2718
406,2797
143,1770
1894,3012
2302,4589
818,1933
1934,3922
538,1181
129,3882
4312,4322
41,69
244,2287
1490,3458
513,574
296,603
18,4806
38,4807
3441,3769
3775,4808
205,1950
966,4810
357,3927
388,422
1590,4335
141,388
2649,4812
1952,3578
336,4813
201,4160
228,2972
1162,1656
700,3189
39,4616
1081,1100
590,1940
700,1003
24,4058
68,1356
1928,4815
1136,1521
3766,4817
199,1474
2748,4818
643,3267
222,448
24,366
1226,2414
1056,1524
29,3171
154,3736
154,380
537,4484
115,1421
4822,4823
432,2797
369,4824
4165,4825
64,4493
1127,3979
136,342
548,4826
406,433
455,1074
41,4827
1356,4829
211,4830
643,4831
602,950
436,4832
59,4833
811,1280
1381,2906
378,1288
244,1488
41,963
38,4115
33,2454
1435,2616
146,4838
1379,4839
41,4840
3069,3685
437,2243
1110,4841
554,2888
842,4700
213,960
199,1121
688,4843
127,2490
199,224
199,1963
1610,4844
1701,3698
656,1775
409,2281
1179,2341
41,3242
228,3969
843,1483
206,2580
64,4845
15,4846
521,4847
120,406
1690,4850
47,4076
397,4852
160,883
704,2747
2337,4853
200,3416
1463,4854
841,2825
681,4049
316,629
410,4855
38,2936
473,1586
76,2988
1430,4326
1462,3304
398,2023
225,1087
160,4856
2304,3136
